5.386e+05 6.036e-01 1.402e+00
1.518e+05 9.957e-02 1.985e-01
7.776e+05 4.916e-01 1.160e+00
4.731e+05 2.666e-01 7.292e-01
5.661e+05 7.887e-01 1.996e+00
3.387e+05 2.394e-01 4.741e-01
4.045e+05 2.180e-01 6.342e-01
2.018e+05 1.527e-01 2.964e-01
2.995e+05 2.906e-01 5.851e-01
6.451e+05 8.456e-01 2.044e+00
4.176e+05 3.430e-01 8.720e-01
8.444e+05 6.778e-01 1.552e+00
6.545e+05 6.576e-01 1.729e+00
2.696e+05 2.051e-01 4.054e-01
3.526e+05 4.700e-01 1.147e+00
3.824e+05 3.372e-01 8.402e-01
5.765e+05 6.999e-01 1.590e+00
7.900e+05 5.620e-01 1.282e+00
5.581e+05 7.031e-01 1.819e+00
3.111e+05 2.416e-01 4.720e-01
5.082e+05 2.291e-01 6.600e-01
9.442e+05 8.633e-01 1.936e+00
1.924e+05 1.443e-01 4.750e-01
4.469e+05 3.581e-01 9.439e-01
9.494e+05 7.400e-01 1.678e+00
8.252e+05 8.349e-01 1.869e+00
7.725e+05 7.516e-01 1.904e+00
5.321e+05 7.657e-01 1.718e+00
4.269e+05 5.736e-01 1.541e+00
5.416e+05 5.365e-01 1.293e+00
7.943e+05 7.847e-01 1.781e+00
7.820e+04 1.024e-02 2.269e-02
2.487e+05 2.156e-01 6.316e-01
3.985e+05 5.284e-01 1.254e+00
1.897e+05 1.359e-01 2.718e-01
7.291e+05 4.642e-01 1.134e+00
5.714e+05 6.835e-01 1.555e+00
4.312e+05 6.003e-01 1.394e+00
4.244e+05 5.631e-01 1.295e+00
7.121e+05 9.203e-01 2.213e+00
3.868e+05 2.323e-01 6.580e-01
6.028e+05 7.304e-01 1.649e+00
1.145e+06 9.372e-01 2.291e+00
8.023e+05 7.246e-01 1.667e+00
4.751e+05 5.702e-01 1.323e+00
5.406e+05 7.856e-01 2.014e+00
5.940e+05 4.026e-01 7.893e-01
8.724e+05 7.318e-01 1.898e+00
4.897e+05 6.412e-01 1.503e+00
4.613e+05 6.604e-01 1.561e+00
5.379e+05 2.710e-01 5.283e-01
2.922e+05 3.545e-01 8.809e-01
5.979e+05 3.674e-01 9.263e-01
5.945e+05 4.535e-01 1.111e+00
6.253e+05 8.560e-01 1.887e+00
6.353e+05 4.837e-01 1.142e+00
3.724e+05 4.193e-01 1.004e+00
4.939e+05 3.733e-01 9.376e-01
3.584e+05 4.528e-01 1.105e+00
2.443e+05 1.401e-01 2.744e-01
1.994e+05 1.215e-01 2.423e-01
3.120e+05 4.285e-01 1.026e+00
3.233e+05 1.758e-01 3.346e-01
1.711e+05 8.918e-02 3.738e-01
3.556e+05 2.338e-01 4.501e-01
3.571e+05 2.415e-01 6.783e-01
6.104e+05 2.520e-01 4.920e-01
3.599e+05 4.848e-01 1.143e+00
2.584e+05 2.608e-01 5.055e-01
2.062e+05 2.051e-01 5.914e-01
7.671e+05 6.225e-01 1.435e+00
9.380e+05 9.426e-01 2.286e+00
9.032e+05 6.432e-01 1.484e+00
3.447e+05 4.153e-01 1.016e+00
1.012e+06 9.333e-01 2.316e+00
3.539e+05 2.554e-01 4.974e-01
2.355e+05 2.625e-01 5.151e-01
2.371e+05 2.611e-01 7.039e-01
4.624e+05 6.017e-01 1.387e+00
4.140e+05 3.485e-01 8.859e-01
7.416e+05 8.760e-01 1.927e+00
3.090e+05 6.147e-01 8.086e-01
1.683e+05 9.032e-02 3.761e-01
3.299e+05 2.870e-01 5.563e-01
2.219e+05 1.584e-01 3.150e-01
6.144e+05 6.592e-01 1.701e+00
2.723e+05 3.189e-01 6.224e-01
8.646e+05 9.787e-01 2.357e+00
8.443e+05 8.420e-01 2.142e+00
4.394e+05 1.868e-01 4.015e-01
7.850e+05 7.724e-01 1.718e+00
2.538e+05 3.040e-01 7.929e-01
4.822e+05 5.611e-01 1.300e+00
3.494e+05 3.343e-01 8.650e-01
1.132e+06 7.318e-01 1.655e+00
2.708e+05 2.303e-01 6.489e-01
9.598e+05 7.688e-01 1.730e+00
1.031e+05 2.820e-02 5.783e-02
5.956e+05 8.476e-01 2.087e+00
1.254e+05 5.829e-02 1.171e-01
