5.386e+05 6.961e-01 1.101e+00
1.518e+05 1.183e-01 2.132e-01
7.776e+05 6.084e-01 9.577e-01
4.731e+05 3.156e-01 6.500e-01
5.661e+05 1.032e+00 1.698e+00
3.387e+05 3.089e-01 4.123e-01
4.045e+05 2.575e-01 5.552e-01
2.018e+05 1.779e-01 2.196e-01
2.995e+05 3.500e-01 4.405e-01
6.451e+05 1.021e+00 1.765e+00
4.176e+05 4.225e-01 7.368e-01
8.444e+05 8.041e-01 1.229e+00
6.545e+05 7.767e-01 1.536e+00
2.696e+05 2.453e-01 3.049e-01
3.526e+05 5.655e-01 9.262e-01
3.824e+05 3.838e-01 7.324e-01
5.765e+05 8.002e-01 1.312e+00
7.900e+05 6.694e-01 1.070e+00
5.581e+05 8.303e-01 1.341e+00
3.111e+05 3.001e-01 6.345e-01
5.082e+05 2.910e-01 3.191e-01
9.442e+05 9.626e-01 1.731e+00
1.924e+05 1.746e-01 2.031e-01
4.469e+05 4.050e-01 7.311e-01
9.494e+05 8.288e-01 1.275e+00
8.252e+05 9.657e-01 1.669e+00
7.725e+05 9.045e-01 1.329e+00
5.321e+05 9.004e-01 1.584e+00
4.269e+05 6.765e-01 1.161e+00
5.416e+05 6.817e-01 1.092e+00
7.943e+05 9.041e-01 1.719e+00
7.820e+04 1.159e-02 1.699e-02
2.487e+05 2.535e-01 3.112e-01
3.985e+05 6.010e-01 9.949e-01
1.897e+05 1.543e-01 1.982e-01
7.291e+05 5.675e-01 9.287e-01
5.714e+05 7.963e-01 1.200e+00
4.312e+05 6.943e-01 1.396e+00
4.244e+05 6.643e-01 1.071e+00
7.121e+05 1.141e+00 1.697e+00
3.868e+05 2.867e-01 6.128e-01
6.028e+05 9.102e-01 1.355e+00
1.145e+06 1.097e+00 1.971e+00
8.023e+05 8.507e-01 1.325e+00
4.751e+05 6.907e-01 1.057e+00
5.406e+05 9.313e-01 1.650e+00
5.940e+05 4.671e-01 5.752e-01
8.724e+05 9.104e-01 1.683e+00
4.897e+05 7.753e-01 1.214e+00
4.613e+05 8.009e-01 1.226e+00
5.379e+05 3.277e-01 6.257e-01
2.922e+05 4.250e-01 5.119e-01
5.979e+05 4.274e-01 7.326e-01
5.945e+05 5.559e-01 9.220e-01
6.253e+05 1.075e+00 1.791e+00
6.353e+05 6.137e-01 1.001e+00
3.724e+05 5.052e-01 6.419e-01
4.939e+05 4.579e-01 7.796e-01
3.584e+05 5.456e-01 9.105e-01
2.443e+05 1.722e-01 2.181e-01
1.994e+05 1.482e-01 1.843e-01
3.120e+05 5.096e-01 8.469e-01
3.233e+05 2.019e-01 4.720e-01
1.711e+05 1.054e-01 1.327e-01
3.556e+05 2.802e-01 3.362e-01
3.571e+05 2.853e-01 5.994e-01
6.104e+05 3.039e-01 3.744e-01
3.599e+05 6.118e-01 9.265e-01
2.584e+05 3.081e-01 6.025e-01
2.062e+05 2.469e-01 3.100e-01
7.671e+05 7.501e-01 1.410e+00
9.380e+05 1.124e+00 1.652e+00
9.032e+05 7.522e-01 1.163e+00
3.447e+05 4.988e-01 8.301e-01
1.012e+06 1.119e+00 1.865e+00
3.539e+05 3.097e-01 6.144e-01
2.355e+05 3.114e-01 4.120e-01
2.371e+05 3.112e-01 4.182e-01
4.624e+05 7.495e-01 1.368e+00
4.140e+05 4.207e-01 5.099e-01
7.416e+05 1.021e+00 1.710e+00
3.090e+05 6.158e-01 8.083e-01
1.683e+05 1.039e-01 1.440e-01
3.299e+05 3.537e-01 6.341e-01
2.219e+05 1.851e-01 2.293e-01
6.144e+05 7.715e-01 1.183e+00
2.723e+05 3.642e-01 7.158e-01
8.646e+05 1.191e+00 1.670e+00
8.443e+05 1.009e+00 1.870e+00
4.394e+05 2.410e-01 2.977e-01
7.850e+05 9.547e-01 1.647e+00
2.538e+05 3.769e-01 4.581e-01
4.822e+05 6.888e-01 1.334e+00
3.494e+05 4.092e-01 5.075e-01
1.132e+06 9.464e-01 1.520e+00
2.708e+05 2.591e-01 3.205e-01
9.598e+05 8.640e-01 1.609e+00
1.031e+05 3.091e-02 4.177e-02
5.956e+05 9.577e-01 1.438e+00
1.254e+05 6.431e-02 8.448e-02
